SampleName,PMeco,ID,dw_g,timepoint_cmtv,sheet_name,formula_check,start_date,start_date_yyyy,start_date_mm,start_date_dd.d,measurement_date,measurement_date_yyyy,measurement_month_mm,measurement_date_dd.d,time_d,mgCO2_jar
41_23_BSwf_comp_10-19_2001_a,BSwf,BSwf_10-19_2001_a,8.0,6,2001_Inc_11.12.20,,44165.4375,2020,11,30.4,44176.5,2020,12,11.5,11.1,
42_23_BSwf_comp_10-19_2001_b,BSwf,BSwf_10-19_2001_b,8.0,6,2001_Inc_11.12.20,,44165.4375,2020,11,30.4,44176.5,2020,12,11.5,11.1,
43_25_BSpp_comp_0-7_2001_a,BSpp,BSpp_0-7_2001_a,8.1,6,2001_Inc_11.12.20,,44165.4375,2020,11,30.4,44176.5,2020,12,11.5,11.1,8.03
44_25_BSpp_comp_0-7_2001_b,BSpp,BSpp_0-7_2001_b,8.1,6,2001_Inc_11.12.20,,44165.4375,2020,11,30.4,44176.5,2020,12,11.5,11.1,
45_26_BSpp_comp_7-18_2001_a,BSpp,BSpp_7-18_2001_a,8.0,6,2001_Inc_11.12.20,,44165.4375,2020,11,30.4,44176.5,2020,12,11.5,11.1,
46_26_BSpp_comp_7-18_2001_b,BSpp,BSpp_7-18_2001_b,8.1,6,2001_Inc_11.12.20,,44165.4375,2020,11,30.4,44176.5,2020,12,11.5,11.1,
47_27_BSpp_comp_18-28_2001_a,BSpp,BSpp_18-28_2001_a,8.0,6,2001_Inc_11.12.20,,44165.4375,2020,11,30.4,44176.5,2020,12,11.5,11.1,1.84
48_27_BSpp_comp_18-28_2001_b,BSpp,BSpp_18-28_2001_b,8.0,6,2001_Inc_11.12.20,,44165.4375,2020,11,30.4,44176.5,2020,12,11.5,11.1,2.64
27_16_ANpp_comp_0-6_2001_a,ANpp,ANpp_0-6_2001_a,8.1,7,2001_Inc_14.12.20,,44165.4375,2020,11,30.4,44179.65625,2020,12,14.7,14.2,18.24
28_16_ANpp_comp_0-6_2001_b,ANpp,ANpp_0-6_2001_b,8.1,7,2001_Inc_14.12.20,,44165.4375,2020,11,30.4,44179.65625,2020,12,14.7,14.2,5.84
29_17_ANpp_comp_6-13_2001_a,ANpp,ANpp_6-13_2001_a,8.0,7,2001_Inc_14.12.20,,44165.4375,2020,11,30.4,44179.65625,2020,12,14.7,14.2,
30_17_ANpp_comp_6-13_2001_b,ANpp,ANpp_6-13_2001_b,8.0,7,2001_Inc_14.12.20,,44165.4375,2020,11,30.4,44179.65625,2020,12,14.7,14.2,
